NONCODE-ID	RNA-Length	UNIPROT-ID	Protein-Lenght	Organisms
n338512	709	Q9Y6M1	135	Homo sapiens
n338513	372	P35637	339	Homo sapiens
n338513	372	Q15717	789	Homo sapiens
n338513	372	Q9Y6M1	135	Homo sapiens
n338521	709	Q15717	789	Homo sapiens
n338521	709	Q49AS9	163	Homo sapiens
n338522	1739	Q01844	217	Homo sapiens
n338522	1739	Q9H9G7	390	Homo sapiens
n338522	1739	Q9HCK5	1686	Homo sapiens
n338522	1739	Q9UKV8	478	Homo sapiens
n338522	1739	Q9UL18	854	Homo sapiens
n338526	1870	O00425	171	Homo sapiens
n338526	1870	Q15717	789	Homo sapiens
n338533	2922	Q8NDV7	1227	Homo sapiens
n338533	2922	Q9HCJ0	999	Homo sapiens
n338533	2922	Q9UPQ9	853	Homo sapiens
n338540	2880	O00425	171	Homo sapiens
n338540	2880	Q13148	1086	Homo sapiens
n338545	2299	Q13148	1086	Homo sapiens
n338547	1972	Q07955	875	Homo sapiens
n338547	1972	Q9H9G7	390	Homo sapiens
n338547	1972	Q9HCK5	1686	Homo sapiens
n338547	1972	Q9UKV8	478	Homo sapiens
n338547	1972	Q9UL18	854	Homo sapiens
n338553	2963	P26599	471	Homo sapiens
n338553	2963	Q15717	789	Homo sapiens
n338554	1972	O00425	171	Homo sapiens
n338554	1972	P35637	339	Homo sapiens
n338554	1972	Q15717	789	Homo sapiens
n338554	1972	Q9HCE1	856	Homo sapiens
n338554	1972	Q9Y6M1	135	Homo sapiens
n338562	1329	Q15717	789	Homo sapiens
n338572	850	Q9NZI8	213	Homo sapiens
n338577	2531	B7ZL34	285	Homo sapiens
n338577	2531	O00425	171	Homo sapiens
n338577	2531	P35637	339	Homo sapiens
n338577	2531	Q13148	1086	Homo sapiens
n338577	2531	Q15717	789	Homo sapiens
n338577	2531	Q9H9G7	390	Homo sapiens
n338577	2531	Q9HCE1	856	Homo sapiens
n338577	2531	Q9HCK5	1686	Homo sapiens
n338577	2531	Q9NZI8	213	Homo sapiens
n338577	2531	Q9UKV8	478	Homo sapiens
n338577	2531	Q9UL18	854	Homo sapiens
n338577	2531	Q9Y6M1	135	Homo sapiens
n338584	3528	Q15717	789	Homo sapiens
n338591	1559	O00425	171	Homo sapiens
n338591	1559	P35637	339	Homo sapiens
n338591	1559	Q15717	789	Homo sapiens
n338591	1559	Q9NZI8	213	Homo sapiens
n338591	1559	Q9UKV8	478	Homo sapiens
n338591	1559	Q9Y6M1	135	Homo sapiens
n338605	666	O00425	171	Homo sapiens
n338605	666	Q9Y6M1	135	Homo sapiens
n338612	1404	Q15717	789	Homo sapiens
n338615	3478	P35637	339	Homo sapiens
n338615	3478	Q01844	217	Homo sapiens
n338615	3478	Q13148	1086	Homo sapiens
n338637	2915	Q96PU8	287	Homo sapiens
n338641	610	Q15717	789	Homo sapiens
n338646	1566	Q15717	789	Homo sapiens
n338647	1576	O00425	171	Homo sapiens
n338647	1576	P31483	268	Homo sapiens
n338647	1576	P35637	339	Homo sapiens
n338647	1576	Q15717	789	Homo sapiens
n338647	1576	Q49AS9	163	Homo sapiens
n338647	1576	Q86X94	1540	Homo sapiens
n338647	1576	Q9NZI8	213	Homo sapiens
n338647	1576	Q9Y6M1	135	Homo sapiens
n338650	935	Q13148	1086	Homo sapiens
n338651	1983	B7ZL34	285	Homo sapiens
n338651	1983	O00425	171	Homo sapiens
n338651	1983	Q15717	789	Homo sapiens
n338652	1543	Q01844	217	Homo sapiens
n338652	1543	Q15717	789	Homo sapiens
n338653	2314	Q9NZI8	213	Homo sapiens
n338656	3751	Q15717	789	Homo sapiens
n338662	1572	Q15717	789	Homo sapiens
n338662	1572	Q49AS9	163	Homo sapiens
n338697	2220	Q15717	789	Homo sapiens
n338702	1132	Q01844	217	Homo sapiens
n338702	1132	Q15717	789	Homo sapiens
n338702	1132	Q9NZI8	213	Homo sapiens
n338702	1132	Q9Y6M1	135	Homo sapiens
n338707	2226	Q13148	1086	Homo sapiens
n338712	2363	P26599	471	Homo sapiens
n338721	1299	Q49AS9	163	Homo sapiens
n338724	3061	O00425	171	Homo sapiens
n338724	3061	P31483	268	Homo sapiens
n338724	3061	P35637	339	Homo sapiens
n338724	3061	Q15717	789	Homo sapiens
n338724	3061	Q49AS9	163	Homo sapiens
n338724	3061	Q86X94	1540	Homo sapiens
n338726	589	Q9NZI8	213	Homo sapiens
n338727	504	Q15717	789	Homo sapiens
n338730	2648	P35637	339	Homo sapiens
n338731	1760	Q9Y6M1	135	Homo sapiens
n338742	2329	Q13148	1086	Homo sapiens
n338747	1753	O00425	171	Homo sapiens
n338747	1753	Q86X94	1540	Homo sapiens
n338750	1583	O00425	171	Homo sapiens
n338750	1583	P26599	471	Homo sapiens
n338750	1583	P31483	268	Homo sapiens
n338750	1583	P35637	339	Homo sapiens
n338750	1583	Q15717	789	Homo sapiens
n338750	1583	Q49AS9	163	Homo sapiens
n338750	1583	Q96PU8	287	Homo sapiens
n338758	1863	O00425	171	Homo sapiens
n338758	1863	P31483	268	Homo sapiens
n338758	1863	Q15717	789	Homo sapiens
n338758	1863	Q49AS9	163	Homo sapiens
n338758	1863	Q9Y6M1	135	Homo sapiens
n338763	3180	Q13148	1086	Homo sapiens
n338763	3180	Q15717	789	Homo sapiens
n338774	1440	P35637	339	Homo sapiens
n338774	1440	Q13148	1086	Homo sapiens
n338774	1440	Q15717	789	Homo sapiens
n338774	1440	Q86X94	1540	Homo sapiens
n338774	1440	Q9NZI8	213	Homo sapiens
n338776	2442	Q49AS9	163	Homo sapiens
n338788	2131	B7ZL34	285	Homo sapiens
n338788	2131	O00425	171	Homo sapiens
n338788	2131	P31483	268	Homo sapiens
n338788	2131	Q13148	1086	Homo sapiens
n338788	2131	Q15717	789	Homo sapiens
n338788	2131	Q49AS9	163	Homo sapiens
n338788	2131	Q9H9G7	390	Homo sapiens
n338788	2131	Q9HCK5	1686	Homo sapiens
n338788	2131	Q9NZI8	213	Homo sapiens
n338788	2131	Q9UKV8	478	Homo sapiens
n338788	2131	Q9UL18	854	Homo sapiens
n338788	2131	Q9Y6M1	135	Homo sapiens
n338799	2086	P26599	471	Homo sapiens
n338810	2984	B7ZL34	285	Homo sapiens
n338810	2984	O00425	171	Homo sapiens
n338810	2984	P35637	339	Homo sapiens
n338810	2984	Q9HCE1	856	Homo sapiens
n338810	2984	Q9NZI8	213	Homo sapiens
n338811	2796	P26599	471	Homo sapiens
n338812	2991	Q49AS9	163	Homo sapiens
n338822	2398	P31483	268	Homo sapiens
n338823	1909	O00425	171	Homo sapiens
n338824	2465	P35637	339	Homo sapiens
n338832	2027	P26599	471	Homo sapiens
n338832	2027	Q15717	789	Homo sapiens
n338833	2363	P35637	339	Homo sapiens
n338833	2363	Q15717	789	Homo sapiens
n338835	3188	O00425	171	Homo sapiens
n338835	3188	P31483	268	Homo sapiens
n338835	3188	Q49AS9	163	Homo sapiens
n338835	3188	Q96PU8	287	Homo sapiens
n338835	3188	Q9Y6M1	135	Homo sapiens
n338836	2347	O00425	171	Homo sapiens
n338836	2347	Q15717	789	Homo sapiens
n338842	2299	Q15717	789	Homo sapiens
n338854	2036	Q9Y6M1	135	Homo sapiens
n338856	2345	O00425	171	Homo sapiens
n338856	2345	Q15717	789	Homo sapiens
n338856	2345	Q9NZI8	213	Homo sapiens
n338856	2345	Q9UKV8	478	Homo sapiens
n338856	2345	Q9Y6M1	135	Homo sapiens
n338859	2183	P26599	471	Homo sapiens
n338859	2183	Q15717	789	Homo sapiens
n338865	2320	Q15717	789	Homo sapiens
n338866	1881	Q15717	789	Homo sapiens
n338875	1559	B7ZL34	285	Homo sapiens
n338875	1559	O00425	171	Homo sapiens
n338875	1559	Q9Y6M1	135	Homo sapiens
n338877	1788	P26599	471	Homo sapiens
n338877	1788	P35637	339	Homo sapiens
n338877	1788	Q13148	1086	Homo sapiens
n338877	1788	Q15717	789	Homo sapiens
n338879	1528	Q8NDV7	1227	Homo sapiens
n338879	1528	Q9HCJ0	999	Homo sapiens
n338879	1528	Q9UPQ9	853	Homo sapiens
n338882	1600	O00425	171	Homo sapiens
n338882	1600	Q9NZI8	213	Homo sapiens
n338882	1600	Q9Y6M1	135	Homo sapiens
n338886	2449	Q15717	789	Homo sapiens
n338897	2624	O00425	171	Homo sapiens
n338897	2624	Q15717	789	Homo sapiens
n338897	2624	Q9HCE1	856	Homo sapiens
n338897	2624	Q9NZI8	213	Homo sapiens
n338897	2624	Q9UKV8	478	Homo sapiens
n338897	2624	Q9Y6M1	135	Homo sapiens
n338905	1957	O00425	171	Homo sapiens
n338905	1957	Q9NZI8	213	Homo sapiens
n338905	1957	Q9Y6M1	135	Homo sapiens
n338922	2299	Q15717	789	Homo sapiens
n338931	993	O00425	171	Homo sapiens
n338931	993	P31483	268	Homo sapiens
n338931	993	P35637	339	Homo sapiens
n338931	993	Q13148	1086	Homo sapiens
n338931	993	Q15717	789	Homo sapiens
n338931	993	Q49AS9	163	Homo sapiens
n338931	993	Q96PU8	287	Homo sapiens
n338931	993	Q9H9G7	390	Homo sapiens
n338931	993	Q9HCK5	1686	Homo sapiens
n338931	993	Q9NZI8	213	Homo sapiens
n338931	993	Q9UKV8	478	Homo sapiens
n338931	993	Q9UL18	854	Homo sapiens
n338931	993	Q9Y6M1	135	Homo sapiens
n338932	3961	Q13148	1086	Homo sapiens
n338960	2039	Q9NZI8	213	Homo sapiens
n338964	2096	Q07955	875	Homo sapiens
n338964	2096	Q9Y6M1	135	Homo sapiens
n338976	2803	Q13148	1086	Homo sapiens
n338976	2803	Q15717	789	Homo sapiens
n338984	1798	Q07955	875	Homo sapiens
n338989	1034	Q13148	1086	Homo sapiens
n338991	2580	Q07955	875	Homo sapiens
n338991	2580	Q15717	789	Homo sapiens
n338991	2580	Q9UKV8	478	Homo sapiens
n339003	1922	B7ZL34	285	Homo sapiens
n339003	1922	O00425	171	Homo sapiens
n339003	1922	P35637	339	Homo sapiens
n339003	1922	Q15717	789	Homo sapiens
n339003	1922	Q8NDV7	1227	Homo sapiens
n339003	1922	Q9H9G7	390	Homo sapiens
n339003	1922	Q9HCE1	856	Homo sapiens
n339003	1922	Q9HCJ0	999	Homo sapiens
n339003	1922	Q9HCK5	1686	Homo sapiens
n339003	1922	Q9NZI8	213	Homo sapiens
n339003	1922	Q9UKV8	478	Homo sapiens
n339003	1922	Q9UL18	854	Homo sapiens
n339003	1922	Q9UPQ9	853	Homo sapiens
n339003	1922	Q9Y6M1	135	Homo sapiens
n339035	2033	Q15717	789	Homo sapiens
n339036	1798	Q13148	1086	Homo sapiens
n339038	2116	O00425	171	Homo sapiens
n339038	2116	Q15717	789	Homo sapiens
n339038	2116	Q9Y6M1	135	Homo sapiens
n339049	3820	P31483	268	Homo sapiens
n339052	1777	Q15717	789	Homo sapiens
n339052	1777	Q9NZI8	213	Homo sapiens
n339055	2218	Q15717	789	Homo sapiens
n339061	1940	Q15717	789	Homo sapiens
n339063	1253	Q13148	1086	Homo sapiens
n339069	1407	O43251	517	Homo sapiens
n339073	603	Q13148	1086	Homo sapiens
n339073	603	Q15717	789	Homo sapiens
n339084	2404	Q15717	789	Homo sapiens
n339084	2404	Q9NZI8	213	Homo sapiens
n339087	561	B7ZL34	285	Homo sapiens
n339087	561	O00425	171	Homo sapiens
n339087	561	Q49AS9	163	Homo sapiens
n339087	561	Q9Y6M1	135	Homo sapiens
n339095	2196	B7ZL34	285	Homo sapiens
n339096	1414	O00425	171	Homo sapiens
n339096	1414	Q15717	789	Homo sapiens
n339096	1414	Q9NZI8	213	Homo sapiens
n339096	1414	Q9Y6M1	135	Homo sapiens
n339106	1236	Q49AS9	163	Homo sapiens
n339112	2034	Q49AS9	163	Homo sapiens
n339118	2198	O00425	171	Homo sapiens
n339118	2198	Q15717	789	Homo sapiens
n339118	2198	Q49AS9	163	Homo sapiens
n339119	2116	B7ZL34	285	Homo sapiens
n339119	2116	O00425	171	Homo sapiens
n339119	2116	P35637	339	Homo sapiens
n339119	2116	Q01844	217	Homo sapiens
n339119	2116	Q15717	789	Homo sapiens
n339119	2116	Q9Y6M1	135	Homo sapiens
n339128	2116	O00425	171	Homo sapiens
n339128	2116	Q13148	1086	Homo sapiens
n339128	2116	Q15717	789	Homo sapiens
n339129	3146	O00425	171	Homo sapiens
n339129	3146	Q13148	1086	Homo sapiens
n339129	3146	Q15717	789	Homo sapiens
n339129	3146	Q9NZI8	213	Homo sapiens
n339129	3146	Q9UKV8	478	Homo sapiens
n339129	3146	Q9Y6M1	135	Homo sapiens
n339146	2046	Q07955	875	Homo sapiens
n339156	1423	P31483	268	Homo sapiens
n339156	1423	Q15717	789	Homo sapiens
n339156	1423	Q9H9G7	390	Homo sapiens
n339156	1423	Q9HCK5	1686	Homo sapiens
n339156	1423	Q9UKV8	478	Homo sapiens
n339156	1423	Q9UL18	854	Homo sapiens
n339158	2815	P35637	339	Homo sapiens
n339158	2815	Q01844	217	Homo sapiens
n339158	2815	Q15717	789	Homo sapiens
n339158	2815	Q49AS9	163	Homo sapiens
n339179	1148	P35637	339	Homo sapiens
n339187	533	Q13148	1086	Homo sapiens
n339188	2616	O00425	171	Homo sapiens
n339188	2616	P35637	339	Homo sapiens
n339188	2616	Q15717	789	Homo sapiens
n339189	457	Q9NZI8	213	Homo sapiens
n339199	3563	Q9NZI8	213	Homo sapiens
n339210	2331	Q07955	875	Homo sapiens
n339212	2833	Q13148	1086	Homo sapiens
n339216	2339	Q01844	217	Homo sapiens
n339216	2339	Q15717	789	Homo sapiens
n339223	3751	Q9NZI8	213	Homo sapiens
n339223	3751	Q9Y6M1	135	Homo sapiens
n339226	2170	P26599	471	Homo sapiens
n339234	1687	Q15717	789	Homo sapiens
n339250	1577	O00425	171	Homo sapiens
n339254	1155	Q13148	1086	Homo sapiens
n339255	1998	O00425	171	Homo sapiens
n339255	1998	Q15717	789	Homo sapiens
n339255	1998	Q9NZI8	213	Homo sapiens
n339255	1998	Q9Y6M1	135	Homo sapiens
n339263	2914	P26599	471	Homo sapiens
n339264	1426	O00425	171	Homo sapiens
n339264	1426	Q15717	789	Homo sapiens
n339264	1426	Q96PU8	287	Homo sapiens
n339282	2381	O00425	171	Homo sapiens
n339282	2381	Q9HCE1	856	Homo sapiens
n339282	2381	Q9NZI8	213	Homo sapiens
n339282	2381	Q9Y6M1	135	Homo sapiens
n339289	1876	Q15717	789	Homo sapiens
n339289	1876	Q8NDV7	1227	Homo sapiens
n339289	1876	Q9HCJ0	999	Homo sapiens
n339289	1876	Q9UPQ9	853	Homo sapiens
n339293	608	P26599	471	Homo sapiens
n339300	2496	P26599	471	Homo sapiens
n339304	2046	O00425	171	Homo sapiens
n339304	2046	Q9Y6M1	135	Homo sapiens
n339305	2984	O00425	171	Homo sapiens
n339305	2984	P31483	268	Homo sapiens
n339305	2984	P35637	339	Homo sapiens
n339305	2984	Q15717	789	Homo sapiens
n339305	2984	Q9NZI8	213	Homo sapiens
n339305	2984	Q9Y6M1	135	Homo sapiens
n339306	2060	Q13148	1086	Homo sapiens
n339307	2072	Q9NZI8	213	Homo sapiens
n339315	3473	Q13148	1086	Homo sapiens
n339333	2156	Q13148	1086	Homo sapiens
n339341	1962	B7ZL34	285	Homo sapiens
n339341	1962	Q15717	789	Homo sapiens
n339341	1962	Q9Y6M1	135	Homo sapiens
n339347	1742	O00425	171	Homo sapiens
n339347	1742	Q15717	789	Homo sapiens
n339347	1742	Q9NZI8	213	Homo sapiens
n339347	1742	Q9Y6M1	135	Homo sapiens
n339349	1922	Q13148	1086	Homo sapiens
n339363	2052	Q49AS9	163	Homo sapiens
n339365	1997	Q15717	789	Homo sapiens
n339370	2584	O00425	171	Homo sapiens
n339370	2584	Q15717	789	Homo sapiens
n339370	2584	Q9NZI8	213	Homo sapiens
n339370	2584	Q9Y6M1	135	Homo sapiens
n339379	523	Q13148	1086	Homo sapiens
n339380	3701	O00425	171	Homo sapiens
n339384	2455	P26599	471	Homo sapiens
n339386	2428	P26599	471	Homo sapiens
n339388	2567	Q15717	789	Homo sapiens
n339390	1988	Q15717	789	Homo sapiens
n339393	2467	P35637	339	Homo sapiens
n339410	1759	O00425	171	Homo sapiens
n339419	2408	P31483	268	Homo sapiens
n339419	2408	Q13148	1086	Homo sapiens
n339419	2408	Q15717	789	Homo sapiens
n339419	2408	Q49AS9	163	Homo sapiens
n339421	3876	P26599	471	Homo sapiens
n339421	3876	Q13148	1086	Homo sapiens
n339421	3876	Q15717	789	Homo sapiens
n339431	2757	Q15717	789	Homo sapiens
n339432	1687	Q8NDV7	1227	Homo sapiens
n339432	1687	Q96PU8	287	Homo sapiens
n339432	1687	Q9HCJ0	999	Homo sapiens
n339432	1687	Q9UPQ9	853	Homo sapiens
n339434	1746	P31483	268	Homo sapiens
n339434	1746	Q15717	789	Homo sapiens
n339434	1746	Q49AS9	163	Homo sapiens
n339435	1716	Q15717	789	Homo sapiens
n339446	1116	Q15717	789	Homo sapiens
n339451	1919	P35637	339	Homo sapiens
n339451	1919	Q13148	1086	Homo sapiens
n339451	1919	Q15717	789	Homo sapiens
n339456	823	O00425	171	Homo sapiens
n339461	633	B7ZL34	285	Homo sapiens
n339461	633	P35637	339	Homo sapiens
n339461	633	Q15717	789	Homo sapiens
n339461	633	Q86X94	1540	Homo sapiens
n339464	1802	Q96PU8	287	Homo sapiens
n339468	1943	Q49AS9	163	Homo sapiens
n339486	983	O00425	171	Homo sapiens
n339486	983	P35637	339	Homo sapiens
n339490	889	Q15717	789	Homo sapiens
n339517	2231	P26599	471	Homo sapiens
n339517	2231	P35637	339	Homo sapiens
n339518	3430	O00425	171	Homo sapiens
n339518	3430	Q15717	789	Homo sapiens
n339518	3430	Q49AS9	163	Homo sapiens
n339518	3430	Q9H9G7	390	Homo sapiens
n339518	3430	Q9HCE1	856	Homo sapiens
n339518	3430	Q9HCK5	1686	Homo sapiens
n339518	3430	Q9UKV8	478	Homo sapiens
n339518	3430	Q9UL18	854	Homo sapiens
n339526	1831	Q13148	1086	Homo sapiens
n339526	1831	Q9NZI8	213	Homo sapiens
n339527	334	B7ZL34	285	Homo sapiens
n339533	1578	Q15717	789	Homo sapiens
n339541	2908	Q96PU8	287	Homo sapiens
n339541	2908	Q9Y6M1	135	Homo sapiens
n339544	1018	O00425	171	Homo sapiens
n339544	1018	Q9H9G7	390	Homo sapiens
n339544	1018	Q9HCK5	1686	Homo sapiens
n339544	1018	Q9UKV8	478	Homo sapiens
n339544	1018	Q9UL18	854	Homo sapiens
n339552	2250	O00425	171	Homo sapiens
n339552	2250	Q9NZI8	213	Homo sapiens
n339552	2250	Q9Y6M1	135	Homo sapiens
n339556	1794	P26599	471	Homo sapiens
n339558	2352	O00425	171	Homo sapiens
n339558	2352	P31483	268	Homo sapiens
n339558	2352	Q15717	789	Homo sapiens
n339558	2352	Q49AS9	163	Homo sapiens
n339558	2352	Q9Y6M1	135	Homo sapiens
n339567	1664	O00425	171	Homo sapiens
n339567	1664	Q15717	789	Homo sapiens
n339579	1922	B7ZL34	285	Homo sapiens
n339583	1048	P26599	471	Homo sapiens
n339588	2506	P26599	471	Homo sapiens
n339595	1442	Q96PU8	287	Homo sapiens
n339597	3674	O00425	171	Homo sapiens
n339597	3674	P35637	339	Homo sapiens
n339597	3674	Q49AS9	163	Homo sapiens
n339602	2320	Q9Y6M1	135	Homo sapiens
n339622	2457	O00425	171	Homo sapiens
n339622	2457	Q15717	789	Homo sapiens
n339622	2457	Q9H9G7	390	Homo sapiens
n339622	2457	Q9HCK5	1686	Homo sapiens
n339622	2457	Q9UKV8	478	Homo sapiens
n339622	2457	Q9UL18	854	Homo sapiens
n339627	2412	O00425	171	Homo sapiens
n339627	2412	Q15717	789	Homo sapiens
n339627	2412	Q9Y6M1	135	Homo sapiens
n339634	3389	Q01844	217	Homo sapiens
n339635	2113	Q15717	789	Homo sapiens
n339636	1991	Q15717	789	Homo sapiens
n339642	2959	B7ZL34	285	Homo sapiens
n339642	2959	O00425	171	Homo sapiens
n339642	2959	P31483	268	Homo sapiens
n339642	2959	P35637	339	Homo sapiens
n339642	2959	Q15717	789	Homo sapiens
n339642	2959	Q9Y6M1	135	Homo sapiens
n339646	2106	B7ZL34	285	Homo sapiens
n339646	2106	O00425	171	Homo sapiens
n339646	2106	Q13148	1086	Homo sapiens
n339646	2106	Q15717	789	Homo sapiens
n339646	2106	Q96PU8	287	Homo sapiens
n339646	2106	Q9H9G7	390	Homo sapiens
n339646	2106	Q9HCE1	856	Homo sapiens
n339646	2106	Q9HCK5	1686	Homo sapiens
n339646	2106	Q9NZI8	213	Homo sapiens
n339646	2106	Q9UKV8	478	Homo sapiens
n339646	2106	Q9UL18	854	Homo sapiens
n339646	2106	Q9Y6M1	135	Homo sapiens
n339651	1836	Q15717	789	Homo sapiens
n339651	1836	Q9Y6M1	135	Homo sapiens
n339667	1728	O00425	171	Homo sapiens
n339667	1728	Q01844	217	Homo sapiens
n339671	2652	O00425	171	Homo sapiens
n339671	2652	P35637	339	Homo sapiens
n339671	2652	Q9NZI8	213	Homo sapiens
n339673	1850	P31483	268	Homo sapiens
n339673	1850	Q15717	789	Homo sapiens
n339673	1850	Q49AS9	163	Homo sapiens
n339683	1530	Q15717	789	Homo sapiens
n339686	1645	Q96PU8	287	Homo sapiens
n339701	1712	O00425	171	Homo sapiens
n339701	1712	Q15717	789	Homo sapiens
n339701	1712	Q9Y6M1	135	Homo sapiens
n339702	1583	P35637	339	Homo sapiens
n339702	1583	Q01844	217	Homo sapiens
n339702	1583	Q15717	789	Homo sapiens
n339702	1583	Q9NZI8	213	Homo sapiens
n339702	1583	Q9Y6M1	135	Homo sapiens
n339715	3871	O00425	171	Homo sapiens
n339715	3871	Q13148	1086	Homo sapiens
n339727	2096	Q07955	875	Homo sapiens
n339736	2868	O00425	171	Homo sapiens
n339736	2868	P31483	268	Homo sapiens
n339736	2868	Q15717	789	Homo sapiens
n339741	961	P35637	339	Homo sapiens
n339741	961	Q15717	789	Homo sapiens
n339762	2127	Q49AS9	163	Homo sapiens
n339768	545	P26599	471	Homo sapiens
n339774	2127	P26599	471	Homo sapiens
n339786	3885	Q15717	789	Homo sapiens
n339798	3824	P26599	471	Homo sapiens
n339824	1200	O00425	171	Homo sapiens
n339828	1576	O00425	171	Homo sapiens
n339828	1576	Q9H9G7	390	Homo sapiens
n339828	1576	Q9HCK5	1686	Homo sapiens
n339828	1576	Q9UKV8	478	Homo sapiens
n339828	1576	Q9UL18	854	Homo sapiens
n339828	1576	Q9Y6M1	135	Homo sapiens
n339833	2666	O00425	171	Homo sapiens
n339833	2666	P31483	268	Homo sapiens
n339833	2666	P35637	339	Homo sapiens
n339833	2666	Q01844	217	Homo sapiens
n339833	2666	Q13148	1086	Homo sapiens
n339833	2666	Q15717	789	Homo sapiens
n339833	2666	Q49AS9	163	Homo sapiens
n339833	2666	Q9NZI8	213	Homo sapiens
n339833	2666	Q9Y6M1	135	Homo sapiens
n339847	2306	O00425	171	Homo sapiens
n339847	2306	Q15717	789	Homo sapiens
n339849	1530	O00425	171	Homo sapiens
n339849	1530	Q15717	789	Homo sapiens
n339856	2056	P26599	471	Homo sapiens
n339857	3597	Q13148	1086	Homo sapiens
n339861	2094	P35637	339	Homo sapiens
n339861	2094	Q15717	789	Homo sapiens
n339862	2005	O00425	171	Homo sapiens
n339862	2005	P26599	471	Homo sapiens
n339862	2005	Q13148	1086	Homo sapiens
n339862	2005	Q15717	789	Homo sapiens
n339862	2005	Q96PU8	287	Homo sapiens
n339865	678	P31483	268	Homo sapiens
n339865	678	Q49AS9	163	Homo sapiens
n339878	1738	Q01844	217	Homo sapiens
n339886	2688	O00425	171	Homo sapiens
n339886	2688	Q15717	789	Homo sapiens
n339886	2688	Q9NZI8	213	Homo sapiens
n339886	2688	Q9Y6M1	135	Homo sapiens
n339888	2336	Q13148	1086	Homo sapiens
n339893	2751	Q9H9G7	390	Homo sapiens
n339893	2751	Q9HCK5	1686	Homo sapiens
n339893	2751	Q9UKV8	478	Homo sapiens
n339893	2751	Q9UL18	854	Homo sapiens
n339897	1673	P35637	339	Homo sapiens
n339897	1673	Q01844	217	Homo sapiens
n339897	1673	Q15717	789	Homo sapiens
n339897	1673	Q9H9G7	390	Homo sapiens
n339897	1673	Q9HCK5	1686	Homo sapiens
n339897	1673	Q9UKV8	478	Homo sapiens
n339897	1673	Q9UL18	854	Homo sapiens
n339901	1680	O00425	171	Homo sapiens
n339901	1680	Q9NZI8	213	Homo sapiens
n339901	1680	Q9Y6M1	135	Homo sapiens
n339911	2097	Q13148	1086	Homo sapiens
n339920	1414	Q8NDV7	1227	Homo sapiens
n339920	1414	Q9H9G7	390	Homo sapiens
n339920	1414	Q9HCJ0	999	Homo sapiens
n339920	1414	Q9HCK5	1686	Homo sapiens
n339920	1414	Q9UKV8	478	Homo sapiens
n339920	1414	Q9UL18	854	Homo sapiens
n339920	1414	Q9UPQ9	853	Homo sapiens
n339925	888	Q15717	789	Homo sapiens
n339930	2072	O00425	171	Homo sapiens
n339930	2072	Q9NZI8	213	Homo sapiens
n339930	2072	Q9Y6M1	135	Homo sapiens
n339936	1734	Q13148	1086	Homo sapiens
n339948	1134	P35637	339	Homo sapiens
n339966	1572	O00425	171	Homo sapiens
n339966	1572	Q15717	789	Homo sapiens
n339966	1572	Q9NZI8	213	Homo sapiens
n339966	1572	Q9UKV8	478	Homo sapiens
n339966	1572	Q9Y6M1	135	Homo sapiens
n339970	1437	Q15717	789	Homo sapiens
n339975	3379	Q15717	789	Homo sapiens
n339976	1249	O00425	171	Homo sapiens
n339976	1249	Q15717	789	Homo sapiens
n339976	1249	Q9Y6M1	135	Homo sapiens
n339984	1810	Q9NZI8	213	Homo sapiens
n339984	1810	Q9Y6M1	135	Homo sapiens
n339986	2531	P35637	339	Homo sapiens
n339986	2531	Q07955	875	Homo sapiens
n339986	2531	Q15717	789	Homo sapiens
n339990	2122	Q15717	789	Homo sapiens
n339993	1068	O00425	171	Homo sapiens
n339993	1068	Q9NZI8	213	Homo sapiens
n340002	718	P26599	471	Homo sapiens
n340002	718	P35637	339	Homo sapiens
n340002	718	Q15717	789	Homo sapiens
n340006	2180	Q15717	789	Homo sapiens
n340007	2113	P26599	471	Homo sapiens
n340008	1996	Q13148	1086	Homo sapiens
n340008	1996	Q15717	789	Homo sapiens
n340009	3240	O00425	171	Homo sapiens
n340009	3240	P35637	339	Homo sapiens
n340009	3240	Q15717	789	Homo sapiens
n340009	3240	Q9NZI8	213	Homo sapiens
n340009	3240	Q9Y6M1	135	Homo sapiens
n340011	2520	B7ZL34	285	Homo sapiens
n340011	2520	O00425	171	Homo sapiens
n340011	2520	P35637	339	Homo sapiens
n340011	2520	Q07955	875	Homo sapiens
n340011	2520	Q15717	789	Homo sapiens
n340011	2520	Q49AS9	163	Homo sapiens
n340011	2520	Q9H9G7	390	Homo sapiens
n340011	2520	Q9HCK5	1686	Homo sapiens
n340011	2520	Q9NZI8	213	Homo sapiens
n340011	2520	Q9UKV8	478	Homo sapiens
n340011	2520	Q9UL18	854	Homo sapiens
n340011	2520	Q9Y6M1	135	Homo sapiens
n340028	2610	O00425	171	Homo sapiens
n340028	2610	Q13148	1086	Homo sapiens
n340028	2610	Q15717	789	Homo sapiens
n340028	2610	Q8NDV7	1227	Homo sapiens
n340028	2610	Q9HCJ0	999	Homo sapiens
n340028	2610	Q9UPQ9	853	Homo sapiens
n340032	2494	Q13148	1086	Homo sapiens
n340037	1486	P26599	471	Homo sapiens
n340037	1486	Q15717	789	Homo sapiens
n340048	1026	O00425	171	Homo sapiens
n340048	1026	Q15717	789	Homo sapiens
n340048	1026	Q9Y6M1	135	Homo sapiens
n340049	817	O00425	171	Homo sapiens
n340049	817	P31483	268	Homo sapiens
